X_mm,Y_mm,Z_mm,Importancia,Plano,Corte,Label
27.265372583309418,-65.43656963362197,75.7006381560583,1.0,Sagittal,28,PF OA
27.37155745104036,-64.77465900999417,75.7451846322556,1.0,Sagittal,28,PF OA
27.4777423187713,-64.11274838636638,75.78973110845291,1.0,Sagittal,28,PF OA
27.583927186502244,-63.450837762738566,75.83427758465022,1.0,Sagittal,28,PF OA
26.001977706547084,-73.33611811820987,74.49571791967712,1.0,Sagittal,28,PF OA
26.108162574278026,-72.67420749458206,74.54026439587443,1.0,Sagittal,28,PF OA
26.214347442008968,-72.01229687095426,74.58481087207174,1.0,Sagittal,28,PF OA
26.32053230973991,-71.35038624732647,74.62935734826905,1.0,Sagittal,28,PF OA
26.42671717747085,-70.68847562369865,74.67390382446636,1.0,Sagittal,28,PF OA
26.639086912932733,-69.36465437644306,74.76299677686097,1.0,Sagittal,28,PF OA
26.94681798011659,-67.42230150450538,75.56699872746637,1.0,Sagittal,28,PF OA
26.74527178066368,-68.70274375281525,74.80754325305828,1.0,Sagittal,28,PF OA
26.851456648394617,-68.04083312918745,74.8520897292556,1.0,Sagittal,28,PF OA
26.95764151612556,-67.37892250555964,74.89663620545291,1.0,Sagittal,28,PF OA
27.0638263838565,-66.71701188193184,74.94118268165022,1.0,Sagittal,28,PF OA
27.170011251587443,-66.05510125830403,74.98572915784753,1.0,Sagittal,28,PF OA
27.276196119318385,-65.39319063467623,75.03027563404484,1.0,Sagittal,28,PF OA
27.382380987049327,-64.73128001104843,75.07482211024214,1.0,Sagittal,28,PF OA
27.48856585478027,-64.06936938742064,75.11936858643945,1.0,Sagittal,28,PF OA
27.59475072251121,-63.407458763792825,75.16391506263676,1.0,Sagittal,28,PF OA
26.01280124255605,-73.29273911926413,73.82535539766367,1.0,Sagittal,28,PF OA
27.053002847847534,-66.76039088087758,75.61154520366368,1.0,Sagittal,28,PF OA
26.84063311238565,-68.08421212813319,75.52245225126906,1.0,Sagittal,28,PF OA
26.225170978017935,-71.96891787200852,73.9144483500583,1.0,Sagittal,28,PF OA
27.148364179569505,-66.1418592561955,76.32645420187444,1.0,Sagittal,28,PF OA
26.086515502260088,-72.76096549247353,75.88098943990134,1.0,Sagittal,28,PF OA
26.19270036999103,-72.09905486884574,75.92553591609865,1.0,Sagittal,28,PF OA
26.29888523772197,-71.43714424521792,75.97008239229596,1.0,Sagittal,28,PF OA
26.405070105452914,-70.77523362159013,76.01462886849328,1.0,Sagittal,28,PF OA
26.511254973183853,-70.11332299796231,76.05917534469057,1.0,Sagittal,28,PF OA
26.6174398409148,-69.45141237433452,76.10372182088788,1.0,Sagittal,28,PF OA
26.723624708645737,-68.7895017507067,76.1482682970852,1.0,Sagittal,28,PF OA
26.82980957637668,-68.12759112707892,76.1928147732825,1.0,Sagittal,28,PF OA
26.93599444410762,-67.46568050345113,76.23736124947982,1.0,Sagittal,28,PF OA
27.042179311838563,-66.8037698798233,76.28190772567713,1.0,Sagittal,28,PF OA
27.254549047300447,-65.4799486325677,76.37100067807175,1.0,Sagittal,28,PF OA
26.734448244654708,-68.74612275176099,75.47790577507175,1.0,Sagittal,28,PF OA
27.36073391503139,-64.81803800893991,76.41554715426905,1.0,Sagittal,28,PF OA
27.466918782762328,-64.15612738531209,76.46009363046636,1.0,Sagittal,28,PF OA
27.573103650493273,-63.49421676168429,76.50464010666367,1.0,Sagittal,28,PF OA
25.991154170538117,-73.37949711715561,75.16608044169058,1.0,Sagittal,28,PF OA
26.09733903826906,-72.7175864935278,75.2106269178879,1.0,Sagittal,28,PF OA
87.27268762808072,-69.17369513228834,-1.6802679213049254,1.0,Sagittal,10,PF OA
86.95413302488788,-71.15942700317174,-1.8139073498968532,1.0,Sagittal,10,PF OA
86.741763289426,-72.48324825042735,-1.9030003022914728,1.0,Sagittal,10,PF OA
86.63557842169506,-73.14515887405514,-1.9475467784887819,1.0,Sagittal,10,PF OA
86.52939355396411,-73.80706949768296,-1.9920932546860914,1.0,Sagittal,10,PF OA
86.42320868623318,-74.46898012131075,-2.036639730883401,1.0,Sagittal,10,PF OA
86.31702381850224,-75.13089074493857,-2.08118620708071,1.0,Sagittal,10,PF OA
86.21083895077129,-75.79280136856636,-2.1257326832780197,1.0,Sagittal,10,PF OA
85.97682214329147,-77.20338061371345,-0.8741005916457416,1.0,Sagittal,10,PF OA
86.10465408304034,-76.45471199219418,-2.1702791594753292,1.0,Sagittal,10,PF OA
87.44176321950673,-68.0233898808157,1.0902751191435014,1.0,Sagittal,10,PF OA
87.31393127975784,-68.77205850233497,2.386453686973103,1.0,Sagittal,10,PF OA
87.20774641202689,-69.43396912596279,2.3419072107757932,1.0,Sagittal,10,PF OA
87.10156154429596,-70.09587974959058,2.2973607345784846,1.0,Sagittal,10,PF OA
86.99537667656502,-70.75779037321838,2.252814258381174,1.0,Sagittal,10,PF OA
86.88919180883407,-71.41970099684619,2.2082677821838654,1.0,Sagittal,10,PF OA
86.78300694110314,-72.081611620474,2.1637213059865554,1.0,Sagittal,10,PF OA
86.6768220733722,-72.7435222441018,2.119174829789246,1.0,Sagittal,10,PF OA
86.57063720564125,-73.40543286772959,2.0746283535919368,1.0,Sagittal,10,PF OA
86.4644523379103,-74.0673434913574,2.030081877394627,1.0,Sagittal,10,PF OA
86.35826747017937,-74.7292541149852,1.9855354011973176,1.0,Sagittal,10,PF OA
86.84794815715694,-71.82133762679956,-1.8584538260941632,1.0,Sagittal,10,PF OA
87.06031789261883,-70.49751637954394,-1.7693608736995445,1.0,Sagittal,10,PF OA
87.5175279715695,-67.71973688819554,-3.6022625349506514,1.0,Sagittal,10,PF OA
87.16650276034977,-69.83560575591613,-1.724814397502234,1.0,Sagittal,10,PF OA
86.23248602278923,-75.7060433706749,-3.4664577273049164,1.0,Sagittal,10,PF OA
86.33867089052018,-75.04413274704712,-3.421911251107607,1.0,Sagittal,10,PF OA
86.44485575825112,-74.3822221234193,-3.3773647749102977,1.0,Sagittal,10,PF OA
86.55104062598205,-73.7203114997915,-3.332818298712988,1.0,Sagittal,10,PF OA
86.657225493713,-73.05840087616369,-3.2882718225156786,1.0,Sagittal,10,PF OA
86.76341036144395,-72.3964902525359,-3.2437253463183695,1.0,Sagittal,10,PF OA
86.86959522917488,-71.73457962890811,-3.19917887012106,1.0,Sagittal,10,PF OA
86.97578009690582,-71.07266900528029,-3.15463239392375,1.0,Sagittal,10,PF OA
87.08196496463677,-70.41075838165249,-3.1100859177264413,1.0,Sagittal,10,PF OA
87.18814983236771,-69.74884775802468,-3.065539441529131,1.0,Sagittal,10,PF OA
87.29433470009866,-69.08693713439689,-3.020992965331822,1.0,Sagittal,10,PF OA
87.40051956782959,-68.42502651076907,-2.9764464891345126,1.0,Sagittal,10,PF OA
87.50670443556054,-67.76311588714128,-2.931900012937203,1.0,Sagittal,10,PF OA
86.90001534484304,-71.37632199790045,1.537905260170417,1.0,Sagittal,10,PF OA
86.7938304771121,-72.03823262152827,1.493358783973107,1.0,Sagittal,10,PF OA
85.83816666753363,-77.99542823417849,1.092440498197322,1.0,Sagittal,10,PF OA
87.4850573635426,-67.84987388503274,-1.5911749689103063,1.0,Sagittal,10,PF OA
87.37887249581165,-68.51178450866053,-1.6357214451076159,1.0,Sagittal,10,PF OA
86.68764560938116,-72.70014324515606,1.4488123077757975,1.0,Sagittal,10,PF OA
87.13403215232287,-69.96574275275336,0.28627316853812523,1.0,Sagittal,10,PF OA
86.14589773471748,-76.0530753622408,1.896442448802699,1.0,Sagittal,10,PF OA
86.03971286698655,-76.71498598586862,1.8518959726053894,1.0,Sagittal,10,PF OA
87.33557835177578,-68.68530050444349,1.0457286429461918,1.0,Sagittal,10,PF OA
87.03867082060088,-70.58427437743542,-0.4286358296726478,1.0,Sagittal,10,PF OA
87.14485568833183,-69.92236375380762,-0.38408935347533735,1.0,Sagittal,10,PF OA
87.25104055606278,-69.26045313017983,-0.3395428772780287,1.0,Sagittal,10,PF OA
87.35722542379371,-68.59854250655201,-0.2949964010807191,1.0,Sagittal,10,PF OA
87.46341029152465,-67.93663188292422,-0.25044992488340956,1.0,Sagittal,10,PF OA
85.92475495560538,-77.64839624261259,-4.270459677910294,1.0,Sagittal,10,PF OA
86.03093982333633,-76.98648561898477,-4.2259132017129835,1.0,Sagittal,10,PF OA
86.13712469106727,-76.32457499535698,-4.181366725515675,1.0,Sagittal,10,PF OA
86.2433095587982,-75.66266437172916,-4.136820249318365,1.0,Sagittal,10,PF OA
86.34949442652915,-75.00075374810137,-4.092273773121056,1.0,Sagittal,10,PF OA
86.4556792942601,-74.33884312447356,-4.047727296923746,1.0,Sagittal,10,PF OA
86.56186416199102,-73.67693250084577,-4.0031808207264366,1.0,Sagittal,10,PF OA
86.66804902972197,-73.01502187721795,-3.958634344529127,1.0,Sagittal,10,PF OA
86.77423389745292,-72.35311125359016,-3.914087868331818,1.0,Sagittal,10,PF OA
86.88041876518386,-71.69120062996237,-3.8695413921345083,1.0,Sagittal,10,PF OA
86.9866036329148,-71.02929000633455,-3.8249949159371983,1.0,Sagittal,10,PF OA
87.09278850064574,-70.36737938270674,-3.7804484397398896,1.0,Sagittal,10,PF OA
87.19897336837668,-69.70546875907894,-3.735901963542579,1.0,Sagittal,10,PF OA
87.30515823610762,-69.04355813545115,-3.6913554873452705,1.0,Sagittal,10,PF OA
86.93248595286994,-71.24618500106322,-0.47318230586995647,1.0,Sagittal,10,PF OA
86.826301085139,-71.90809562469104,-0.5177287820672665,1.0,Sagittal,10,PF OA
86.72011621740806,-72.57000624831883,-0.562275258264576,1.0,Sagittal,10,PF OA
86.37991454219731,-74.64249611709371,0.6448103571704067,1.0,Sagittal,10,PF OA
87.22939348404483,-69.34721112807131,1.0011821667488823,1.0,Sagittal,10,PF OA
87.1232086163139,-70.0091217516991,0.9566356905515736,1.0,Sagittal,10,PF OA
87.01702374858296,-70.6710323753269,0.9120892143542632,1.0,Sagittal,10,PF OA
86.91083888085201,-71.3329429989547,0.8675427381569545,1.0,Sagittal,10,PF OA
86.80465401312108,-71.99485362258253,0.8229962619596445,1.0,Sagittal,10,PF OA
86.69846914539013,-72.65676424621032,0.7784497857623349,1.0,Sagittal,10,PF OA
86.59228427765919,-73.3186748698381,0.7339033095650258,1.0,Sagittal,10,PF OA
86.48609940992824,-73.98058549346592,0.6893568333677162,1.0,Sagittal,10,PF OA
86.27372967446637,-75.30440674072153,0.6002638809730976,1.0,Sagittal,10,PF OA
86.61393134967712,-73.23191687194662,-0.6068217344618851,1.0,Sagittal,10,PF OA
86.16754480673542,-75.96631736434932,0.555717404775788,1.0,Sagittal,10,PF OA
85.99846921530941,-77.11662261582197,-2.2148256356726383,1.0,Sagittal,10,PF OA
85.89228434757847,-77.77853323944979,-2.2593721118699484,1.0,Sagittal,10,PF OA
86.0830070110224,-76.54146999008566,-0.8295541154484325,1.0,Sagittal,10,PF OA
86.18919187875335,-75.87955936645784,-0.7850076392511229,1.0,Sagittal,10,PF OA
86.2953767464843,-75.21764874283005,-0.7404611630538134,1.0,Sagittal,10,PF OA
86.40156161421524,-74.55573811920223,-0.6959146868565043,1.0,Sagittal,10,PF OA
86.50774648194617,-73.89382749557444,-0.6513682106591947,1.0,Sagittal,10,PF OA
86.12630115505829,-76.36795399430272,-3.511004203502226,1.0,Sagittal,10,PF OA
86.02011628732735,-77.02986461793051,-3.555550679699535,1.0,Sagittal,10,PF OA
85.91393141959641,-77.69177524155833,-3.600097155896845,1.0,Sagittal,10,PF OA
87.30310774374887,-68.81543750128071,3.0568162089865654,1.0,Sagittal,10,PF OA
86.28455321047534,-75.26102774177579,-0.0700986410403508,1.0,Sagittal,10,PF OA
86.0505364029955,-76.67160698692288,1.181533450591941,1.0,Sagittal,10,PF OA
86.11342712669058,-76.18321235907803,3.907530014843044,1.0,Sagittal,10,PF OA
86.21961199442153,-75.52130173545024,3.9520764910403536,1.0,Sagittal,10,PF OA
86.32579686215247,-74.85939111182242,3.9966229672376627,1.0,Sagittal,10,PF OA
86.4319817298834,-74.19748048819463,4.041169443434972,1.0,Sagittal,10,PF OA
86.53816659761435,-73.53556986456681,4.085715919632282,1.0,Sagittal,10,PF OA
86.6443514653453,-72.87365924093902,4.130262395829591,1.0,Sagittal,10,PF OA
86.75053633307624,-72.21174861731123,4.174808872026901,1.0,Sagittal,10,PF OA
86.85672120080717,-71.54983799368341,4.2193553482242105,1.0,Sagittal,10,PF OA
86.96290606853812,-70.8879273700556,4.263901824421519,1.0,Sagittal,10,PF OA
87.06909093626906,-70.2260167464278,4.30844830061883,1.0,Sagittal,10,PF OA
87.175275804,-69.56410612280001,4.352994776816138,1.0,Sagittal,10,PF OA
87.28146067173094,-68.9021954991722,4.397541253013448,1.0,Sagittal,10,PF OA
87.38764553946189,-68.2402848755444,4.4420877292107575,1.0,Sagittal,10,PF OA
86.17836834274439,-75.92293836540358,-0.11464511723766035,1.0,Sagittal,10,PF OA
86.07218347501345,-76.5848489890314,-0.1591915934349699,1.0,Sagittal,10,PF OA
85.96599860728251,-77.24675961265919,-0.20373806963227903,1.0,Sagittal,10,PF OA
85.94435153526457,-77.33351761055067,1.136986974394632,1.0,Sagittal,10,PF OA
87.49588089955157,-67.806494886087,-2.261537490923769,1.0,Sagittal,10,PF OA
87.38969603182062,-68.46840550971478,-2.3060839671210784,1.0,Sagittal,10,PF OA
87.28351116408967,-69.1303161333426,-2.350630443318388,1.0,Sagittal,10,PF OA
86.11547761904933,-76.41133299324844,-2.840641681488792,1.0,Sagittal,10,PF OA
86.92166241686098,-71.28956400000897,0.19718021614350612,1.0,Sagittal,10,PF OA
86.81547754913004,-71.95147462363678,0.1526337399461961,1.0,Sagittal,10,PF OA
86.7092926813991,-72.61338524726457,0.10808726374888655,1.0,Sagittal,10,PF OA
86.60310781366816,-73.27529587089236,0.06354078755157744,1.0,Sagittal,10,PF OA
86.49692294593721,-73.93720649452018,0.01899431135426788,1.0,Sagittal,10,PF OA
86.39073807820628,-74.59911711814797,-0.02555216484304168,1.0,Sagittal,10,PF OA
85.90310788358744,-77.73515424050404,-2.929734633883411,1.0,Sagittal,10,PF OA
86.00929275131838,-77.07324361687623,-2.885188157686101,1.0,Sagittal,10,PF OA
86.22166248678026,-75.74942236962062,-2.7960952052914823,1.0,Sagittal,10,PF OA
87.17732629635874,-69.7922267569704,-2.3951769195156967,1.0,Sagittal,10,PF OA
86.3278473545112,-75.08751174599283,-2.7515487290941727,1.0,Sagittal,10,PF OA
86.43403222224215,-74.42560112236501,-2.7070022528968636,1.0,Sagittal,10,PF OA
86.54021708997308,-73.76369049873722,-2.662455776699554,1.0,Sagittal,10,PF OA
86.64640195770403,-73.1017798751094,-2.6179093005022445,1.0,Sagittal,10,PF OA
86.75258682543497,-72.43986925148161,-2.5733628243049353,1.0,Sagittal,10,PF OA
86.85877169316592,-71.77795862785382,-2.528816348107626,1.0,Sagittal,10,PF OA
86.96495656089685,-71.116048004226,-2.484269871910316,1.0,Sagittal,10,PF OA
87.0711414286278,-70.4541373805982,-2.439723395713007,1.0,Sagittal,10,PF OA
85.77322545147982,-78.25570222785294,5.11461563027804,1.0,Sagittal,10,PF OA
87.19692287601794,-69.47734812490853,3.012269732789256,1.0,Sagittal,10,PF OA
87.00620021257399,-70.71441137427264,1.5824517363677257,1.0,Sagittal,10,PF OA
87.09073800828699,-70.13925874853632,2.967723256591947,1.0,Sagittal,10,PF OA
86.94125899652018,-70.97468536794709,5.604626868448444,1.0,Sagittal,10,PF OA
87.04744386425112,-70.31277474431928,5.649173344645755,1.0,Sagittal,10,PF OA
87.15362873198205,-69.6508641206915,5.6937198208430635,1.0,Sagittal,10,PF OA
87.259813599713,-68.98895349706368,5.738266297040373,1.0,Sagittal,10,PF OA
87.36599846744394,-68.32704287343589,5.782812773237683,1.0,Sagittal,10,PF OA
85.81651959551569,-78.08218623206997,2.433165542224233,1.0,Sagittal,10,PF OA
87.24021702005382,-69.30383212912557,0.3308196447354339,1.0,Sagittal,10,PF OA
87.34640188778475,-68.64192150549775,0.37536612093274346,1.0,Sagittal,10,PF OA
87.4525867555157,-67.98001088186996,0.419912597130053,1.0,Sagittal,10,PF OA
86.00724225895965,-76.84512298270585,3.8629835386457345,1.0,Sagittal,10,PF OA
85.9010573912287,-77.50703360633364,3.8184370624484254,1.0,Sagittal,10,PF OA
85.79487252349776,-78.16894422996145,3.7738905862511154,1.0,Sagittal,10,PF OA
76.76397125608037,-115.98128921478097,30.677619625881615,1.0,Coronal,1,PF OA
76.04171658955049,-116.00449340711964,33.351027678801074,1.0,Coronal,1,PF OA
71.98078304237488,-116.38525247364663,35.96309210652412,1.0,Coronal,1,PF OA
72.64851881850404,-116.31374149880897,35.97536083156341,1.0,Coronal,1,PF OA
73.31625459463318,-116.2422305239713,35.98762955660269,1.0,Coronal,1,PF OA
73.98399037076233,-116.17071954913362,35.999898281641975,1.0,Coronal,1,PF OA
74.65172614689148,-116.09920857429596,36.01216700668125,1.0,Coronal,1,PF OA
75.31946192302063,-116.02769759945829,36.02443573172054,1.0,Coronal,1,PF OA
75.98719769914977,-115.95618662462063,36.03670445675982,1.0,Coronal,1,PF OA
76.65493347527892,-115.88467564978295,36.048973181799106,1.0,Coronal,1,PF OA
66.65252655594188,-116.96941696797273,35.193523111720175,1.0,Coronal,1,PF OA
67.32026233207102,-116.89790599313507,35.20579183675946,1.0,Coronal,1,PF OA
67.98799810820019,-116.8263950182974,35.218060561798744,1.0,Coronal,1,PF OA
68.65573388432932,-116.75488404345973,35.23032928683803,1.0,Coronal,1,PF OA
69.32346966045847,-116.68337306862206,35.242598011877305,1.0,Coronal,1,PF OA
69.99120543658762,-116.6118620937844,35.25486673691659,1.0,Coronal,1,PF OA
70.65894121271677,-116.54035111894673,35.267135461955874,1.0,Coronal,1,PF OA
71.32667698884592,-116.46884014410905,35.27940418699516,1.0,Coronal,1,PF OA
71.99441276497507,-116.39732916927139,35.291672912034436,1.0,Coronal,1,PF OA
72.66214854110422,-116.32581819443372,35.30394163707372,1.0,Coronal,1,PF OA
73.32988431723336,-116.25430721959606,35.316210362113004,1.0,Coronal,1,PF OA
73.99762009336251,-116.18279624475838,35.32847908715229,1.0,Coronal,1,PF OA
74.66535586949166,-116.11128526992071,35.340747812191566,1.0,Coronal,1,PF OA
71.31304726624575,-116.4567634484843,35.950823381484845,1.0,Coronal,1,PF OA
70.6453114901166,-116.52827442332197,35.93855465644556,1.0,Coronal,1,PF OA
69.97757571398743,-116.59978539815964,35.92628593140628,1.0,Coronal,1,PF OA
72.63488909590386,-116.30166480318421,36.64678002605309,1.0,Coronal,1,PF OA
66.62526711074152,-116.94526357672322,36.53636150069954,1.0,Coronal,1,PF OA
